building,town,county,occurrences,candidate_tower_id,candidate_confidence,decision,decision_reason
All Saints,Winterslow,Wiltshire,1,10387,high,accept,"high confidence, verified sample and dedication tokens"
St Peter and St Paul,Cosgrove,Northamptonshire,1,16740,high,accept,"high confidence, verified sample and dedication tokens"
All Saints,Bubwith,East Riding of Yorkshire,1,12235,high,accept,"high confidence, verified sample and dedication tokens"
St Andrew's Vicarage,Derby,Derbyshire,1,,none,reject,resolver found no tower
Holy Trinity,Horfield,Bristol,1,14927,high,accept,"high confidence, verified sample and dedication tokens"
Nativity of the Blessed Virgin Mary,Madley,Herefordshire,1,11004,high,accept,"high confidence, verified sample and dedication tokens"
,Needwood,,1,,none,reject,resolver found no tower
St Andrew,Raveningham,Norfolk,1,15499,high,accept,"high confidence, verified sample and dedication tokens"
St Martin of Tours,St Martins,Shropshire,1,12760,high,accept,"high confidence, verified sample and dedication tokens"
,Paul,Cornwall,1,13468,high,accept,"high confidence, verified sample and dedication tokens"
All Saints,Kington Magna,Dorset,1,12051,high,accept,"high confidence, verified sample and dedication tokens"
,Coln St Dennis,,1,14549,high,accept,"high confidence, verified sample and dedication tokens"
,Ascott,Somerset,1,,none,reject,resolver found no tower
St Tysul,Llandysul,Ceredigion,1,11469,high,accept,"high confidence, verified sample and dedication tokens"
SS Peter and Paul,Ospringe,Kent,1,16263,high,accept,"high confidence, verified sample and dedication tokens"
St Mary the Virgin,Strensall,Yorkshire,1,15384,high,accept,"high confidence, verified sample and dedication tokens"
St Mary,Dallington,Northamptonshire,1,15899,high,accept,"high confidence, verified sample and dedication tokens"
94 Eastern Avenue,Reading,Berkshire,1,,none,reject,resolver found no tower
,Magor,Monmouthshire,1,14698,high,accept,"high confidence, verified sample and dedication tokens"
St Mary,Magor,Monmouthshire,1,14698,high,accept,"high confidence, verified sample and dedication tokens"
,Great Gidding,,1,16711,high,accept,"high confidence, verified sample and dedication tokens"
St Michael,Compton Martin,Somerset,1,13412,high,accept,"high confidence, verified sample and dedication tokens"
St Nicholas,Standish,Gloucestershire,1,12798,high,accept,"high confidence, verified sample and dedication tokens"
Holy Trinity,Bowerchalke,Wiltshire,1,11689,high,accept,"high confidence, verified sample and dedication tokens"
SS. Mary & Nicholas,Compton Parva,Berkshire,1,11395,high,accept,"high confidence, verified sample and dedication tokens"
St Helen,Trowell,Nottinghamshire,1,15498,high,accept,"high confidence, verified sample and dedication tokens"
Tow path opposite Aston's Eyot (The Very Lonely Rooster),Oxford,Oxfordshire,1,,none,reject,resolver found no tower
26 Sancton Rd,Market Weighton,East Yorkshire,1,,none,reject,resolver found no tower
,Belper,Derbyshire,1,16536,medium,reject,adjudicated: multi-tower town with no building evidence
,Gayton,Northamptonshire,1,13295,high,accept,"high confidence, verified sample and dedication tokens"
St Peter,Astley,Worcestershire,1,15965,high,accept,"high confidence, verified sample and dedication tokens"
St Andrew,Nether Wallop,Hampshire,1,10117,high,accept,"high confidence, verified sample and dedication tokens"
10 Knipe Close,Huntingdon,,1,,none,reject,resolver found no tower
33 Westbourne Avenue,Kingston upon Hull,,1,,none,reject,resolver found no tower
St James the Apostle,Swimbridge,Devon,1,16570,high,accept,"high confidence, verified sample and dedication tokens"
All Saints,Hillesden,Buckinghamshire,1,12887,high,accept,"high confidence, verified sample and dedication tokens"
,Charlton,Wiltshire,1,19071,high,accept,"high confidence, verified sample and dedication tokens"
ss Peter & Paul,Pettistree,Suffolk,1,13016,high,accept,"high confidence, verified sample and dedication tokens"
Humphrey Perkins School,Barrow-on-Soar,Leics,1,14755,medium,reject,adjudicated: named private ring or non-church venue
,Pettistree,,1,13016,high,accept,"high confidence, verified sample and dedication tokens"
St Mary,Cratfield,Suffolk,1,14556,high,accept,"high confidence, verified sample and dedication tokens"
,Silk Willoughby,,1,11578,high,accept,"high confidence, verified sample and dedication tokens"
St John Ev,Clevedon,Somerset,1,15021,high,accept,"high confidence, verified sample and dedication tokens"
St Peter,Hartshorne,Derbyshire,1,15102,high,accept,"high confidence, verified sample and dedication tokens"
,Hendon,Middlesex,1,13894,high,accept,"high confidence, verified sample and dedication tokens"
,Warehorne,,1,17059,high,accept,"high confidence, verified sample and dedication tokens"
St Peter,Monks Eleigh,Suffolk,1,10872,high,accept,"high confidence, verified sample and dedication tokens"
All Saints,Houghton Conquest,Bedfordshire,1,13569,high,accept,"high confidence, verified sample and dedication tokens"
St Nicholas,Sutton St Nicholas,Herefordshire,1,13524,high,accept,"high confidence, verified sample and dedication tokens"
St Mary the Virgin,Fryerning,Essex,1,12553,high,accept,"high confidence, verified sample and dedication tokens"
St Mary,Micheldever,Hampshire,1,13846,high,accept,"high confidence, verified sample and dedication tokens"
Blessed V Mary,Ston Easton,Somerset,1,10029,medium,accept,"sole tower in town, building is ecclesiastical"
"St Andrew's,",Potterhanworth,"Lincolnshire,",1,14584,high,accept,"high confidence, verified sample and dedication tokens"
St Andrew,Potterhanworth,Lincolnshire,1,14584,high,accept,"high confidence, verified sample and dedication tokens"
St Swithun,Shobrooke,Devon,1,13768,high,accept,"high confidence, verified sample and dedication tokens"
St Mary the Virgin,Rewe,Devon,1,13175,high,accept,"high confidence, verified sample and dedication tokens"
St John the Baptist,Charlton,Wiltshire,1,19071,medium,reject,adjudicated: names a saint absent from the sole tower
St James,Waterfoot,Lancashire,1,,none,reject,resolver found no tower
"St Peter, West Liss",Liss,Hampshire,1,10378,high,accept,"high confidence, verified sample and dedication tokens"
St Andrew,Owslebury,Hampshire,1,16439,high,accept,"high confidence, verified sample and dedication tokens"
St Peter,Stanton Lacy,Shropshire,1,12343,high,accept,"high confidence, verified sample and dedication tokens"
St Edmund King and Martyr,Tendring,Essex,1,14995,high,accept,"high confidence, verified sample and dedication tokens"
College,Winchester,,1,11660,high,accept,"high confidence, verified sample and dedication tokens"
Abbey Ch of St Andrew,Sempringham,Lincolnshire,1,15245,high,accept,"high confidence, verified sample and dedication tokens"
St Gregory,Weare,Somerset,1,11112,high,accept,"high confidence, verified sample and dedication tokens"
All Saints,Curry Mallet,Somerset,1,12423,high,accept,"high confidence, verified sample and dedication tokens"
St George the Martyr,Dean Prior,Devon,1,11393,high,accept,"high confidence, verified sample and dedication tokens"
St Leonard,Wollaton,Nottinghamshire,1,12674,high,accept,"high confidence, verified sample and dedication tokens"
Piglet in the Wilde,Marston Bigot,Somerset,1,17035,medium,reject,adjudicated: building appears to be a house name
St Benet Fink,City of London,,1,21749,medium,accept,"medium, building shares dedication evidence"
St John the Baptist,Garboldisham,Norfolk,1,10815,high,accept,"high confidence, verified sample and dedication tokens"
,Worcester Cathedral Ringing Room,Worcestershire,1,,none,reject,resolver found no tower
All Saints,Hitcham,Suffolk,1,13509,high,accept,"high confidence, verified sample and dedication tokens"
,Fallowfield,Lancs,1,16503,high,accept,"high confidence, verified sample and dedication tokens"
"Watford, Wickford",Ringing Room,,1,,none,reject,resolver found no tower
"Watford, Hemel Hempstead",Ringing Room,,1,,none,reject,resolver found no tower
St Mary the Virgin,Hemingbrough,North Yorkshire,1,10529,high,accept,"high confidence, verified sample and dedication tokens"
All Saints,Rockwell Green,Somerset,1,10049,high,accept,"high confidence, verified sample and dedication tokens"
St James,Preston Plucknett,Somerset,1,14971,high,accept,"high confidence, verified sample and dedication tokens"
,Fulbeck,,1,15670,high,accept,"high confidence, verified sample and dedication tokens"
Mor-Awelon,Swansea,Glam,1,16084,medium,reject,adjudicated: building appears to be a house name
,Limpsfield Chart,,1,16336,high,accept,"high confidence, verified sample and dedication tokens"
,Gaywood,,1,14029,high,accept,"high confidence, verified sample and dedication tokens"
,Rattlesden,,1,11214,high,accept,"high confidence, verified sample and dedication tokens"
St Mary,Widford,Essex,1,11451,high,accept,"high confidence, verified sample and dedication tokens"
,Wollaston,Worcs,1,12980,high,accept,"high confidence, verified sample and dedication tokens"
St Mary and All Saints,Willoughby-on-the-Wolds,Nottinghamshire,1,12133,high,accept,"high confidence, verified sample and dedication tokens"
St Peter,Great Totham,Essex,1,12187,high,accept,"high confidence, verified sample and dedication tokens"
,Newdigate,,1,15916,high,accept,"high confidence, verified sample and dedication tokens"
St Germain,Bobbingworth,Essex,1,10142,high,accept,"high confidence, verified sample and dedication tokens"
,Ingoldmells,,1,15549,high,accept,"high confidence, verified sample and dedication tokens"
St Mary,Mablethorpe,Lincolnshire,1,12692,high,accept,"high confidence, verified sample and dedication tokens"
St Paul,Tiverton,Devon,1,11748,high,accept,"high confidence, verified sample and dedication tokens"
St Mary,St Mary Cray,Kent,1,,none,reject,resolver found no tower
St Petrock,Lydford,Devon,1,16380,high,accept,"high confidence, verified sample and dedication tokens"
SS Peter and Paul,Wigtoft,Lincolnshire,1,16557,high,accept,"high confidence, verified sample and dedication tokens"
The Ascension,Southampton (Bitterne Park),Hampshire,1,,none,reject,resolver found no tower
Former Church of St Mary Magdalene,Monkton,Devon,1,17027,high,accept,"high confidence, verified sample and dedication tokens"
St John the Evangelist,Penge,Kent,1,,none,reject,resolver found no tower
St John the Baptist,Symondsbury,Dorset,1,13031,high,accept,"high confidence, verified sample and dedication tokens"
All Saints,Danehill,East Sussex,1,17032,high,accept,"high confidence, verified sample and dedication tokens"
St Giles,Chetton,Shropshire,1,14526,high,accept,"high confidence, verified sample and dedication tokens"
St Helen,Alveston,Gloucestershire,1,11351,high,accept,"high confidence, verified sample and dedication tokens"
St Mary the Virgin,Stebbing,Essex,1,12071,high,accept,"high confidence, verified sample and dedication tokens"
Blessed Virgin Mary,Nempnett Thrubwell,Somerset,1,14020,high,accept,"high confidence, verified sample and dedication tokens"
St Peter,Upwell,Norfolk,1,12664,high,accept,"high confidence, verified sample and dedication tokens"
,Winterton,Lincs,1,10848,high,accept,"high confidence, verified sample and dedication tokens"
,Cheriton,Kent,1,15395,high,accept,"high confidence, verified sample and dedication tokens"
St Michael,Breaston,Derbyshire,1,10301,high,accept,"high confidence, verified sample and dedication tokens"
St James,Fitzhead,Somerset,1,16888,high,accept,"high confidence, verified sample and dedication tokens"
St Michael and All Angels,Stanton by Dale,Derbyshire,1,14722,high,accept,"high confidence, verified sample and dedication tokens"
,Longparish,,1,12538,high,accept,"high confidence, verified sample and dedication tokens"
St Mary,Crosthwaite,Cumbria,1,13673,high,accept,"high confidence, verified sample and dedication tokens"
St Leonard,Beoley,Worcestershire,1,16649,high,accept,"high confidence, verified sample and dedication tokens"
St George,Wembdon,Somerset,1,12460,high,accept,"high confidence, verified sample and dedication tokens"
St Bartholomew,Ubley,Somerset,1,15331,high,accept,"high confidence, verified sample and dedication tokens"
Blessed Virgin Mary,Cossington,Somerset,1,14121,high,accept,"high confidence, verified sample and dedication tokens"
St Michael and All Angels,Butcombe,Somerset,1,14316,high,accept,"high confidence, verified sample and dedication tokens"
St Peter and St Paul,Odcombe,Somerset,1,16815,high,accept,"high confidence, verified sample and dedication tokens"
SS Peter and Paul,Bleadon,Somerset,1,14230,high,accept,"high confidence, verified sample and dedication tokens"
,Stoke d'Abernon,,1,11165,high,accept,"high confidence, verified sample and dedication tokens"
,Manaton,Devon,1,10880,high,accept,"high confidence, verified sample and dedication tokens"
St Mary the Virgin,Calverleigh,Devon,1,13367,high,accept,"high confidence, verified sample and dedication tokens"
St Mary V,Purley,Berkshire,1,10056,high,accept,"high confidence, verified sample and dedication tokens"
